2018-08-27,18,ANTC,SSAN,1
2018-08-28,5,SANL,DELN,1
2018-08-28,11,WOAK,COLS,4
2018-08-28,18,24TH,NBRK,19
2018-08-29,5,MCAR,WDUB,1
2018-08-29,11,RICH,PLZA,4
2018-08-29,17,WARM,PLZA,3
2018-08-30,5,BAYF,CIVC,14
2018-08-30,11,HAYW,19TH,5
2018-08-30,17,MLBR,RICH,5
2018-08-31,0,MONT,OAKL,1
2018-08-31,11,16TH,POWL,57
2018-08-31,17,24TH,SFIA,13
2018-08-31,23,HAYW,SANL,4
2018-09-01,13,DBRK,WCRK,2
2018-09-01,20,OAKL,CIVC,13
2018-09-02,13,12TH,ROCK,1
2018-09-02,20,WOAK,24TH,23
2018-09-03,13,POWL,COLS,49
2018-09-03,21,POWL,ROCK,9
2018-09-04,9,MONT,PLZA,2
2018-09-04,15,WDUB,CONC,1
2018-09-04,21,WDUB,COLS,1
2018-09-05,9,DUBL,24TH,3
2018-09-05,15,POWL,WDUB,21
2018-09-05,21,ORIN,POWL,2
2018-09-06,9,ANTC,SSAN,2
2018-09-06,15,GLEN,LAFY,1
2018-09-06,21,CAST,UCTY,1
2018-09-07,8,RICH,DBRK,83
2018-09-07,15,24TH,DALY,17
2018-09-07,20,PHIL,WCRK,1
2018-09-08,10,CONC,MCAR,1
2018-09-08,16,WCRK,WCRK,1
2018-09-09,0,UCTY,16TH,1
2018-09-09,15,CONC,PITT,8
2018-09-09,22,POWL,FTVL,13
2018-09-10,10,CAST,DUBL,4
2018-09-10,16,MONT,SFIA,39
2018-09-10,22,WARM,LAKE,2
2018-09-11,9,WDUB,BAYF,2
